Observation_id,Satellite,Station,Status,Status_Message,Transmitter,Frequency,Mode,Metadata,Downloads,Waterfall_Status,Polar_Plot,demods,waterfall_location,status
5566256,44352  - ARMADILLO,Nano Dragon,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005560001-005570000/satnogs-observations-005566001-005567000.zip/satnogs_5566256_2022-03-05T16-15-46.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/3/5/16/5566256/waterfall_5566256_2022-03-05T16-15-46.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/3562aea1b518d3da21272f51794d40086afd0e0b9028711a1d1bb29a06ca1e36', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22064.47992914  .00097144 -43563-5  85592-3 0  9990', 'tle2': '2 44352  28.5271 132.9608 0214818 313.9434  44.3623 15.42997268149059', 'timeframe-start': '2022-03-05T16:15:46+00:00', 'timeframe-end': '2022-03-05T16:20:18+00:00', 'groundstation-lat': '21.023', 'groundstation-lon': '105.542', 'groundstation-alt': '25'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/3562aea1b518d3da21272f51794d40086afd0e0b9028711a1d1bb29a06ca1e36,1
6375918,44352  - ARMADILLO,Augusto Parra,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-006370001-006380000/satnogs-observations-006375001-006376000.zip/satnogs_6375918_2022-08-24T21-35-52.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/8/24/21/6375918/waterfall_6375918_2022-08-24T21-35-52.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/df651430867533bb876c65663f7e27eb7fa961b378bdc806c443fe156dd65c65', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22235.57470645  .07138579 -77535-5  64136-3 0  9995', 'tle2': '2 44352  28.5105 336.1771 0006849 149.9999 210.1018 16.37770087175930', 'timeframe-start': '2022-08-24T21:35:52+00:00', 'timeframe-end': '2022-08-24T21:39:01+00:00', 'groundstation-lat': '-26.81554', 'groundstation-lon': '-65.29032', 'groundstation-alt': '491'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/df651430867533bb876c65663f7e27eb7fa961b378bdc806c443fe156dd65c65,1
4791820,44352  - ARMADILLO,VK4JBE,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-004790001-004800000/satnogs-observations-004791001-004792000.zip/satnogs_4791820_2021-09-28T13-13-58.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2021/9/28/13/4791820/waterfall_4791820_2021-09-28T13-13-58.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/ec14c7dce07d8a4b0802a46d13ca92bc8eacc9cd30de70ef52213850a196a22e', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   21270.85916091  .00036956  00000-0  43676-3 0  9996', 'tle2': '2 44352  28.5274 141.0234 0281280 344.3955  14.8116 15.24617832124699', 'timeframe-start': '2021-09-28T13:13:58+00:00', 'timeframe-end': '2021-09-28T13:27:24+00:00', 'groundstation-lat': '-27.492', 'groundstation-lon': '153.069', 'groundstation-alt': '29'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/ec14c7dce07d8a4b0802a46d13ca92bc8eacc9cd30de70ef52213850a196a22e,0
5832319,44352  - ARMADILLO,Abraham Diaz de Leon Camou,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005830001-005840000/satnogs-observations-005832001-005833000.zip/satnogs_5832319_2022-04-23T10-36-28.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/23/10/5832319/waterfall_5832319_2022-04-23T10-36-28.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/5f8e92c15f379fe305c7b0ac3a212d1fd8876f7a72dd11969f01cd6dbd72c9fb', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22113.16549361  .00128181 -23266-5  92136-3 0  9991', 'tle2': '2 44352  28.5227 151.4847 0184396 149.3498 211.8023 15.52667162156601', 'timeframe-start': '2022-04-23T10:36:28+00:00', 'timeframe-end': '2022-04-23T10:45:31+00:00', 'groundstation-lat': '17.97', 'groundstation-lon': '-92.96', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/5f8e92c15f379fe305c7b0ac3a212d1fd8876f7a72dd11969f01cd6dbd72c9fb,0
5608188,44352  - ARMADILLO,VK4JBE,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005600001-005610000/satnogs-observations-005608001-005609000.zip/satnogs_5608188_2022-03-12T04-37-01.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/3/12/4/5608188/waterfall_5608188_2022-03-12T04-37-01.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/5f7f20bcdb42087cd3bdecdf376dd0a2a3ea5ecf7b6dfa07da8ba0bfa1d65dcb', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22070.75166228  .00113858 -32135-5  97982-3 0  9999', 'tle2': '2 44352  28.5253  89.2338 0211201  25.2900 335.7874 15.44219704150025', 'timeframe-start': '2022-03-12T04:37:01+00:00', 'timeframe-end': '2022-03-12T04:41:09+00:00', 'groundstation-lat': '-27.492', 'groundstation-lon': '153.069', 'groundstation-alt': '29'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/5f7f20bcdb42087cd3bdecdf376dd0a2a3ea5ecf7b6dfa07da8ba0bfa1d65dcb,1
6362361,44352  - ARMADILLO,Abraham Diaz de Leon Camou,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-006360001-006370000/satnogs-observations-006362001-006363000.zip/satnogs_6362361_2022-08-22T10-00-10.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/8/22/10/6362361/waterfall_6362361_2022-08-22T10-00-10.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/5ac641b80617e95d35aeabbf410f2888aa7c90f96fce03352cf7b25c1ae9a344', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22233.98214172  .03063845 -74455-5  11082-2 0  9997', 'tle2': '2 44352  28.5123 348.7571 0023398 127.4822 232.7930 16.22800208175678', 'timeframe-start': '2022-08-22T10:00:10+00:00', 'timeframe-end': '2022-08-22T10:07:44+00:00', 'groundstation-lat': '17.97', 'groundstation-lon': '-92.96', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/5ac641b80617e95d35aeabbf410f2888aa7c90f96fce03352cf7b25c1ae9a344,1
5690629,44352  - ARMADILLO,VK4JBE,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005690001-005700000/satnogs-observations-005690001-005691000.zip/satnogs_5690629_2022-03-27T19-31-46.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/3/27/19/5690629/waterfall_5690629_2022-03-27T19-31-46.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/2fabbb31e3e9009aae8edaa14d7c0e425254dea2a8b378f706c9b89a5d74fc87', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22085.98902998  .00083287 -48060-5  67638-3 0  9993', 'tle2': '2 44352  28.5271 342.6771 0202397 198.6875 160.6207 15.46832359152389', 'timeframe-start': '2022-03-27T19:31:46+00:00', 'timeframe-end': '2022-03-27T19:36:08+00:00', 'groundstation-lat': '-27.492', 'groundstation-lon': '153.069', 'groundstation-alt': '29'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/2fabbb31e3e9009aae8edaa14d7c0e425254dea2a8b378f706c9b89a5d74fc87,1
6123979,44352  - ARMADILLO,Abraham Diaz de Leon Camou,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-006120001-006130000/satnogs-observations-006123001-006124000.zip/satnogs_6123979_2022-06-24T17-39-04.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/6/24/17/6123979/waterfall_6123979_2022-06-24T17-39-04.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/32f1dc6a34cb2a2fddc6eefc7b57f2160f0f84d907e17de7780aacc2c7721860', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22175.03680982  .00172754  19658-5  72161-3 0  9990', 'tle2': '2 44352  28.5216  67.5723 0118788 151.4747 209.2424 15.74054339166294', 'timeframe-start': '2022-06-24T17:39:04+00:00', 'timeframe-end': '2022-06-24T17:49:43+00:00', 'groundstation-lat': '17.97', 'groundstation-lon': '-92.96', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/32f1dc6a34cb2a2fddc6eefc7b57f2160f0f84d907e17de7780aacc2c7721860,1
5859049,44352  - ARMADILLO,VK4JBE,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005850001-005860000/satnogs-observations-005859001-005860000.zip/satnogs_5859049_2022-04-28T02-19-51.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/28/2/5859049/waterfall_5859049_2022-04-28T02-19-51.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/efc52e9935cc8ad8794f3715f8539dcbeed6155cca399f3dfb59b1dd8b82d3cb', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22117.34149295  .00126265 -26444-5  88783-3 0  9992', 'tle2': '2 44352  28.5234 121.9502 0180752 197.2926 162.1457 15.53725924157252', 'timeframe-start': '2022-04-28T02:19:51+00:00', 'timeframe-end': '2022-04-28T02:24:00+00:00', 'groundstation-lat': '-27.492', 'groundstation-lon': '153.069', 'groundstation-alt': '29'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/efc52e9935cc8ad8794f3715f8539dcbeed6155cca399f3dfb59b1dd8b82d3cb,1
4892294,44352  - ARMADILLO,Rian Irwansyah,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-004890001-004900000/satnogs-observations-004892001-004893000.zip/satnogs_4892294_2021-10-22T13-57-25.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2021/10/22/13/4892294/waterfall_4892294_2021-10-22T13-57-25.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/be1f69e224b5422f77f4de89ae2f8dd33b685bd1997283a754183de0bfdbab10', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   21294.47174479  .00045516  00000-0  52227-3 0  9990', 'tle2': '2 44352  28.5297 340.7115 0272205 244.9979 112.2117 15.26990561128309', 'timeframe-start': '2021-10-22T13:57:25+00:00', 'timeframe-end': '2021-10-22T14:05:06+00:00', 'groundstation-lat': '-1.9143', 'groundstation-lon': '100.8788', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/be1f69e224b5422f77f4de89ae2f8dd33b685bd1997283a754183de0bfdbab10,0
6084596,44352  - ARMADILLO,Abraham Diaz de Leon Camou,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-006080001-006090000/satnogs-observations-006084001-006085000.zip/satnogs_6084596_2022-06-15T07-12-25.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/6/15/7/6084596/waterfall_6084596_2022-06-15T07-12-25.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/0ec07fe7a9e03c49af3706174ffda4e5e9f109d1a8c33eca804bd5ae3022ecce', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22165.26187806  .00190452  35910-5  89398-3 0  9995', 'tle2': '2 44352  28.5203 138.6657 0129568  35.3257 325.5856 15.70213233164756', 'timeframe-start': '2022-06-15T07:12:25+00:00', 'timeframe-end': '2022-06-15T07:22:54+00:00', 'groundstation-lat': '17.97', 'groundstation-lon': '-92.96', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/0ec07fe7a9e03c49af3706174ffda4e5e9f109d1a8c33eca804bd5ae3022ecce,1
5240854,44352  - ARMADILLO,Abraham Diaz de Leon Camou,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005240001-005250000/satnogs-observations-005240001-005241000.zip/satnogs_5240854_2022-01-03T22-47-20.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/1/3/22/5240854/waterfall_5240854_2022-01-03T22-47-20.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/2853bb2113d8ade095cdb7455a200085e820623856f4a88b98d207a8e4715332', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22001.90861329  .00040610 -59058-5  40626-3 0  9995', 'tle2': '2 44352  28.5267 205.2926 0248748 330.8905  27.8027 15.33529996139413', 'timeframe-start': '2022-01-03T22:47:20+00:00', 'timeframe-end': '2022-01-03T23:00:55+00:00', 'groundstation-lat': '17.97', 'groundstation-lon': '-92.96', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/2853bb2113d8ade095cdb7455a200085e820623856f4a88b98d207a8e4715332,0
